kl_hash,kl_threat_score,kl_category,kl_first_seen,kl_popularity,kl_threat
8837A3C29F2EBBCA12D23AB109782F602E0A9725F38BA8A8E7733DB65D25E5A8,100,botnet_cncand tor_node,09.03.2020 10:41,2,HEUR:Backdoor.Linux.Gafgyt.bj
0A1A3CC7F57F7A4B5FF13C67F87AC0D49A7DE97FE0477C00148FEAF2AE03CF44,100,botnet_cncand tor_node,09.03.2020 10:41,2,HEUR:Backdoor.Linux.Mirai.b
D218F5D4D6101E2DB0C1556EED46F225B8DBECE1023D4E56D6346055A45CC0F9,100,botnet_cncand tor_node,09.03.2020 10:41,2,HEUR:Backdoor.Linux.Mirai.b
B9B18CF5B1ED1A0A9530479E072FDD2F79096266577081506F9107282BA73509,100,botnet_cnc,08.03.2020 03:12,2,HEUR:Backdoor.Linux.Tsunami.ci
398C598F6136B305F07475C55440DB985455C6EFE651BAFAD6DCCF76ECD952DE,100,botnet_cnc,06.11.2019 19:24,2,HEUR:Trojan.Win32.Generic
E263B3509A6B8D8C82CB9858ADF192C7A5C9D52E4B8635BB7829413AB279BB83,100,botnet_cnc,06.11.2019 19:24,2,Trojan.Win32.MicroFake.ba
D04C1C682E4104CC907707BB6F25849164EB59E585117B0F80DA20DC4A366AF3,100,botnet_cnc,10.03.2020 03:11,2,HEUR:Trojan.Script.Generic
D218F5D4D6101E2DB0C1556EED46F225B8DBECE1023D4E56D6346055A45CC0F9,100,botnet_cnc,10.03.2020 03:11,2,HEUR:Backdoor.Linux.Mirai.b
50EBFB8BB1B384D2D95BAAA9400241072A25019668086866613A7642E146A3AC,100,botnet_cnc,25.07.2019 13:41,2,HEUR:Trojan-Downloader.Script.Generic
7CF876F962B23AC7DB6E706493772A2DA0A49E97906D31508AB0031736069374,100,malware,25.02.2020 10:51,2,HEUR:Trojan.Win32.Zenpak.vho
419A88BCB4D178CE5DD77B2B133AA02995304BDCA9146E5D1EDA8FACAF91195B,100,malware,05.03.2020 12:07,2,Trojan.Win32.Vebzenpak.ctd
618469DBF9F34D3324866813082552AA602703871C5D1C8D0FD12111952549F9,100,malware,05.03.2020 12:07,2,Trojan-PSW.Win32.Azorult.alhn
25AB9E70BDA6092D101E7AAD81B61953D47B0AE488F1363E65A6F0107BA2E283,100,malware,27.02.2020 11:44,2,UDS:DangerousObject.Multi.Generic
13B36747AA11F853EDF2593C8D8BE90A53832D609D0DC34C3908D4B4636BF8C8,100,malware,27.02.2020 11:44,2,Backdoor.Win32.Agent.mytstl
25B70A4FF9B1F9B47EF29B45E0898FD274D4FC0F8A384A99CFA68FCFB925293A,100,malware,27.02.2020 11:44,2,UDS:DangerousObject.Multi.Generic
6C7BFE0447D34BC3F2A118CCEDAAFBA365049ECDA41C4133AB817E470F61197B,100,malware,27.02.2020 11:44,2,VHO:Trojan-Banker.Win32.Gozi.hxl
A9D223900BCDACED9C5687340097DFFC7E547D929076AB2C1DBAB927D4680A39,100,malware,14.01.2020 10:14,2,HEUR:Trojan-PSW.Script.Generic
57C733B4C87AE86FDC9DC3DC51B57048D06B9D75263420ACC4F27CEB83484F9D,100,malware,14.01.2020 10:14,2,HEUR:Trojan-PSW.Script.Generic
AC6A8A479F412CE8654939A5709365FCA8F5057DC8ACB0500224862076D7EE5F,75,malware,24.10.2019 02:04,5,HEUR:Hoax.Script.Dating.gen
BB8D98506118E456272455E4B13C2CBD5198C1FD3F4482028187412E9298AE4A,75,malware,17.10.2017 15:38,2,HEUR:Trojan.Win32.Garvi.gen
03BE2820CF4513A2D9BA119EC6315443302B73BA21EF1554D7419935B2C28677,75,malware,17.10.2017 15:38,2,HEUR:Trojan.Win32.Garvi.gen
852D97F650E06EB0C23D0DFDB57AF30C9AAEFCEBB642B3FD13FEF32EE8AF01FF,75,malware,17.10.2017 15:38,2,HEUR:Trojan.Win32.Garvi.gen
14C7BEC7369D4175C6D92554B033862B3847FF98A04DFEBDF9F5BB30180ED13E,74,spamand malware,19.08.2019 16:00,2,HEUR:Trojan.Win32.Generic
FE2795DFD8ACC5901F00115E5AC36BCEF806B75BE3C6218C4A99EF8B18217A40,73,malware,16.12.2019 14:02,4,HEUR:Hoax.Script.Loss.gen
EDC94E86474CF094B0DF7B2B0FF504E68DE7FC1E0EFB94A73C5CBF82F3E52762,72,malware,22.11.2019 22:47,2,HEUR:Trojan.Script.Generic
4119DF72EC3D93F2B7BD404E125DC392EDD33BC967A6D7C49DFBCFB62D615CF9,72,malware,22.11.2019 22:47,2,HEUR:Trojan.Script.Generic
986B9E4A527BEEDAE6020C353B92C0B68CBEBBCE1574AA5CABD26140C584DBFD,70,malware,02.06.2016 04:58,4,HEUR:Trojan.Script.Generic
8A73F462B361CE04580DDBF6F5E6836C803E320D76C64FBE0A3D3E1A9EFDC90D,70,malware,13.06.2019 07:22,4,HEUR:Trojan.Script.Generic
96590E3012105F01DA4EAE534F9C704E48B0CC914FA03149E62546F4138663A5,70,malware,13.06.2019 07:22,4,HEUR:Hoax.Script.Loss.gen
68D1EF4AB0D90733AF0CA4E9228B7DA4F743A86DEA50251E11087116AC03A614,70,malware,13.06.2019 07:22,4,HEUR:Trojan.Script.Generic
4BF047AB37F2B391C852CE57F6A231E4723FCEC033341A5C10ADDCDB6A8150C0,70,malware,13.06.2019 07:22,4,HEUR:Trojan.Script.Generic
BA44C219A2DC422552C46121317D2F406D836B7B27642B103E35988983FF640D,70,malware,13.06.2019 07:22,4,HEUR:Hoax.Script.Loss.gen
44E16021A204B054D0C7D8660F17316F95EA90F49739DCEEEB78A83F87BB6EC3,70,malware,13.06.2019 07:22,4,HEUR:Trojan.Script.Generic
9E6F517BFFE68DCAC0AB3CB618BB11AC9D96D311C517E203F20373A234F9CC70,70,malware,13.06.2019 07:22,4,HEUR:Trojan.Script.Generic
08C5F0E02E14F16653EEBB13674AEFD2948AF27E1A04C70F40A1E1FD78D09D7B,70,malware,13.06.2019 07:22,4,HEUR:Hoax.Script.Loss.gen
17ACDAC8154F98F293EF3BEFEC99DBC8BFCA5B886E375D32CD45E6A769E1E6BF,70,malware,13.06.2019 07:22,4,HEUR:Trojan.Script.Generic
0BE90B2A44A5E5124DC7AC0912A1D058D23BB9C07DD8EB2C53DCA961061ACCF2,70,malware,13.06.2019 07:22,4,HEUR:Hoax.Script.Loss.gen
6A030339A4E860B1E0982D4C84606A317177BCE0AE50F20FB685EE13873C2C86,70,malware,23.11.2017 06:10,4,UDS:DangerousObject.Multi.Generic
EF61CF9FC0AF2442A12C50FA7265CE25690A1A3E5B16821DEF061B0B0D6DB8ED,70,malware,23.11.2017 06:10,4,HEUR:Trojan.Script.Miner.gen
AF49EF699081ABE1B37013DFCFF4E1C4307016A82354092BB9FE6569AF97E0F5,70,malware,08.04.2020 08:06,3,HEUR:Trojan-PSW.Script.Generic
785D6ABEEE14D82B6B89E94988D97E87E208715A664728D5A1ED01A0EFB454A2,70,malware,08.04.2020 08:06,3,HEUR:Trojan-PSW.Script.Generic
23C00626FE7AE138F174EE6DD31FC584036055DFC05FC3CF88B1022F2CC9E597,70,malware,08.04.2020 08:06,3,HEUR:Trojan-PSW.Script.Generic
39F4B302293CB1916D9915AFD4939EDB53821918EBD40FC14D5E0F86967A2BFD,70,malware,08.04.2020 08:06,3,HEUR:Trojan-PSW.Script.Generic
50E5FBA81FC5FE17649B15E64A18C63435F03D597BA4FAAEE04DB468447FCB04,70,malware,05.07.2019 12:18,2,HEUR:Trojan.Script.SAgent.gen
0F0670B27F29497E67AA51DB99AB8B7E34F2125637B416E55B4597A82B32DABF,70,malware,27.09.2019 11:29,2,HEUR:Trojan.Script.Generic
6048E547E00E95AC435A6546BDF64E8298997E3387CBC47AC22CC39F1691C8CD,70,malware,27.09.2019 11:29,2,HEUR:Trojan.Script.Generic
AAA825B4E313BC561F5F8413F79BBEE0B1BCD71597A73D5330AB2657563A5629,70,malware,27.09.2019 11:29,2,HEUR:Trojan.Script.Generic
1D19AF71D27ECF04441BCF331CC458555AC639E3AFEA63F9EF483CC9AFEA6B69,70,malware,27.09.2019 11:29,2,HEUR:Trojan.Script.Generic
407BFC3D1C8FAD9B363E8FFF6775F39230E1889BCD89767DE2CB17417138218F,70,malware,27.09.2019 11:29,2,HEUR:Trojan.Script.Generic
A79848AC70B53DBBFF3ABC53405EE5B8C74CB68988DCF36A0EDEABC9552C09A3,70,malware,27.09.2019 11:29,2,HEUR:Trojan.Script.Generic
F5FC4C0474248DAE631F2B1B682DCDD3BDC0246688029945AA93657A004EBDA4,70,malware,27.09.2019 11:29,2,HEUR:Trojan.Script.Generic
FB0D1E05AE9DF8DFBA6DB04223F8CF9295F4A5E82E604B9FBCCE14FFFF04C915,70,malware,27.09.2019 11:29,2,HEUR:Trojan.Script.Generic
14919E6484C7EFA3449943B252057AC23A8DD782C8C75628C3ECC88F23FDE20D,70,malware,27.09.2019 11:29,2,HEUR:Trojan.Script.Generic
7610587C5E1BA6C42265D866F94DC6234AC7DA061DCF8E8E82E99DBAF7A771F3,70,malware,27.09.2019 11:29,2,HEUR:Trojan.Script.Generic
02C3A1DA071A90F9BE9DACB17AFE8EBB524B91E224310AAA1E5614B57F2284BE,70,malware,07.03.2019 02:32,2,HEUR:Trojan.Script.Generic
0981C07A0A69F4C076BAAEB34F452799DFA685092D33D7A4C6F99D8C27BFBB2D,70,malware,25.02.2020 12:32,2,HEUR:Trojan.Script.Redirector.gen
566D1EB9B2EDD89CAEE446B7A6E3098F6FC2C66581A28F97588770F2C5884BAA,70,malware,09.04.2020 13:05,2,HEUR:Trojan.Script.Generic
FCAC0FDED24C81706992BD6A1F8499B8A63CA3537B64DF5CCECBED41BC34DFFA,70,malware,09.04.2020 13:05,2,HEUR:Trojan.Script.Generic
A12C4617F35356706C9DAEFAA1CC20E312ECC79D65C867A8486E1150685DC2C6,70,malware,09.04.2020 13:05,2,HEUR:Trojan.Script.Generic
C4AB784F298CEB4392B2834B786E8B60518A9CDA64F9B1415ABE039DC7F5C7EA,70,malware,09.04.2020 13:05,2,HEUR:Trojan.Script.Generic
955CF490CD2DBE4785BDD66909CBC3F06DD5519D44E31B0C5BCEC0061A183DA5,70,malware,09.04.2020 13:05,2,HEUR:Trojan.Script.Generic
9E94F65DE9588245536155F6BF8991EEC895FED295253E53BAF519FE27304602,70,malware,09.04.2020 13:05,2,HEUR:Trojan.WinLNK.Agent.gen
9E8768F6C09B2FDC7297DE655AB2E7CF5DDFAD5C8E10A69A0BC9C9DEBC47AA1D,70,malware,09.04.2020 13:05,2,HEUR:Trojan.WinLNK.Agent.gen
16E1C52F65A97AB490ED51F1C37A3CBB28EBE04DC08B857D5EF66AB2B682BCB7,70,malware,09.04.2020 13:05,2,HEUR:Trojan.WinLNK.Agent.gen
49C653132E1FF6C21F6C6E9703A1E3878A1E4EFE4E17D7C6B99F8ED836742519,70,malware,09.04.2020 13:05,2,HEUR:Trojan.Script.Generic
E383E880EA8520278DF42FC37C155332783F092FA92F054966EEE57FCEFB1C9D,70,malware,09.04.2020 13:05,2,HEUR:Trojan.WinLNK.Agent.gen
B4F11E3C12E37515F0B253283D14580C9E936D9E8A53540D115134EA22A69547,70,malware,09.06.2016 10:36,1,Trojan-Dropper.VBS.Agent.bp
899EF1B6BDA8B24CA4F4913B5929E272B3AF3785A21DA032FDB2846142479E0E,68,malware,06.02.2020 01:28,3,HEUR:Trojan.Script.Generic
5F599BE2E1D7AF40667B75F075E6C2F3B0C15AD493DCAD4ECFE9C84DC0588B08,68,malware,11.04.2020 19:47,2,Trojan-PSW.Win32.Coins.wfc
19694C4B82F284384CF971F893D227C4C9E4437365E0F71F4E2CD0F7322CC7CA,68,malware,11.04.2020 19:47,2,Trojan-PSW.Win32.Coins.wfn
EDC94E86474CF094B0DF7B2B0FF504E68DE7FC1E0EFB94A73C5CBF82F3E52762,68,malware,22.11.2019 18:28,2,HEUR:Trojan.Script.Generic
4119DF72EC3D93F2B7BD404E125DC392EDD33BC967A6D7C49DFBCFB62D615CF9,68,malware,22.11.2019 18:28,2,HEUR:Trojan.Script.Generic
7D86DDFAC56F75595757521844292536C987A7F7A770BF97C68A5A0F444C2DEE,68,malware,21.11.2019 11:11,2,HEUR:Trojan.Script.Generic
CEE367651CEE5E75E052E7442B5E74A54831D364F289ED68013217D3E14EBEB3,68,malware,21.11.2019 11:11,2,HEUR:Trojan.Script.Agent.gen
4119DF72EC3D93F2B7BD404E125DC392EDD33BC967A6D7C49DFBCFB62D615CF9,68,malware,21.11.2019 11:11,2,HEUR:Trojan.Script.Generic
C17216D675931BE4DB7D78CF2F9E19C2E5CDB22523F95C4ADD550BFBA9363BFC,68,malware,21.11.2019 11:11,2,HEUR:Trojan.Script.Agent.gen
899EF1B6BDA8B24CA4F4913B5929E272B3AF3785A21DA032FDB2846142479E0E,68,malware,21.11.2019 11:11,2,HEUR:Trojan.Script.Generic
AC6A8A479F412CE8654939A5709365FCA8F5057DC8ACB0500224862076D7EE5F,67,malware,05.07.2018 00:54,2,HEUR:Hoax.Script.Dating.gen
9C57F25ACB56320C52F10A47AE272F2D07E50DBD743487AB31B07C0CEDAE5DFF,67,malware,05.07.2018 00:54,2,HEUR:Hoax.Script.Dating.gen
7511DFB9861867512A4554A95D90206663A744AECDDB1DEB6768641FA98F8F9E,67,malware,05.07.2018 00:54,2,HEUR:Hoax.Script.Dating.gen
4119DF72EC3D93F2B7BD404E125DC392EDD33BC967A6D7C49DFBCFB62D615CF9,67,malware,20.11.2019 21:42,2,HEUR:Trojan.Script.Generic
EDC94E86474CF094B0DF7B2B0FF504E68DE7FC1E0EFB94A73C5CBF82F3E52762,67,malware,20.11.2019 21:42,2,HEUR:Trojan.Script.Generic
4811C0213DDDA86F38F6EBCF72AC7C764600401FFD4F65257050980DE9AF7997,66,malware,14.09.2019 00:32,3,Backdoor.Win32.Mokes.aihu
331F8C85CAC0C0451F6BFAAE96B253ABAA2E71A9DA7E7C5E52942A2D0A81B861,66,malware,14.09.2019 00:32,3,Backdoor.Win32.Mokes.aife
24C3F195D8E2D73078561431D9FEF1EAD0199CE11FB2991F0F22523EE05BED29,66,malware,14.09.2019 00:32,3,Backdoor.Win32.Mokes.aiid
255BF4BCCCA41B674139CFD83882A8A7AFEDBF1FEB5C53ABBE1EA703F170D864,66,malware,14.09.2019 00:32,3,Backdoor.Win32.Mokes.aijt
EB17076EA015F66C06279413D9E52C490DF6B135726B862FD76CCB83E8764C2D,66,malware,14.09.2019 00:32,3,Backdoor.Win32.Mokes.ahzx
7D4B4EE81C9DEF6AB8D97889B46FBF05CEA4FE91709F4EED30E1DCAD6386DA72,66,malware,14.09.2019 00:32,3,Backdoor.Win32.Mokes.aiiq
10216B7A62FF216829CDE84D0FE52EB9762EB37CA04347F649E15CC6D4079F86,66,malware,14.09.2019 00:32,3,Trojan-Downloader.Win32.Dofoil.cgxs
5FF24C88ED3266CC64E21606286714777E77DE8EA3AFE6E289D2813DF6F2D5D1,66,malware,14.09.2019 00:32,3,Backdoor.Win32.Mokes.aijn
D11B05E7D929E1B941EE766D688044D08CA9C0A767BA34D080A99EDEC00D33AA,66,malware,14.09.2019 00:32,3,Backdoor.Win32.Mokes.aigi
9A4E42EF0F6E1D6D11AD8BBC27BA6037421B29F71200DD8C6379A5E28F2C8B04,66,malware,14.09.2019 00:32,3,Backdoor.Win32.Mokes.aihk
A4F0DC939FAD51FA5F055F1909655F11B264CEF55B1596B079B871E8D1E74B5A,66,malware,13.02.2020 18:34,2,HEUR:Trojan.Script.Generic
62CD53EBEFC3F2F6A1CF0416683762A4DB0BD482CAAE240B5BA1004F037ACF33,66,malware,13.02.2020 18:34,2,HEUR:Trojan.Script.Generic
917A13F11E3D9C6E0130788C2F4DECD136FF324A1899961BB2736D86F43DD1AD,66,malware,13.02.2020 18:34,2,HEUR:Trojan.Script.Generic
86FC13B218EB7AF6FB86935A9ED29C3187FBEDE3F040774DDA3CC2EA7CD063B9,66,malware,13.02.2020 18:34,2,HEUR:Trojan.Script.Generic
F7803BBFC510CDE3B27390D01CFCA1815895ED46D2F5F4E6E52ABDAECC5ACF01,66,malware,13.02.2020 18:34,2,HEUR:Trojan.Script.Generic
E5BAA9B28716EE89D0ECA710E1E8E5EBFB8AA98A1E7A004B5E81E244FA5EC4D9,66,malware,13.02.2020 18:34,2,HEUR:Trojan.Script.Generic
23576C40345E531F9D9916772EF9B78917633292B40B515E4D595B00CBB50EA1,66,malware,13.02.2020 18:34,2,HEUR:Trojan.Script.Generic
9A1C7B1DC3180388EF8E91A71E9984E3E52DDB26B7C5250FAE5F0537B55F0AD0,66,malware,13.02.2020 18:34,2,HEUR:Trojan.Script.Generic
A4A37050C8CB8BCEEC46F3D8710AEC383A92D935274CC6DA9F4E958CA56766EE,66,malware,13.02.2020 18:34,2,HEUR:Trojan.Script.Generic
