kl_hash,kl_first_seen,kl_popularity,kl_threat
12FA8A36F8D9726D77A093DB4FE2272BD85460461ED55943E254B8E9C4BFC981,22.02.2019 01:32,5,Backdoor.Win32.Androm
F797B593F8C81F9D3C9BD84394ABF705486F106724B57045F078FFD5AFCD941E,10.08.2017 17:22,4,Trojan-Banker.Win32.Trickster
D1B8E0DC89A8BD0BC68812BB87B93C29597B7EA5C59DB6584C224D1B80A03AB8,10.08.2017 17:22,4,Trojan-Banker.Win32.Trickster
170A6BCD69B0F5D0EB7CBCEBE48071874F3DB29EC26F828B7512E873BD7F1D1A,10.08.2017 17:22,4,Trojan-Banker.Win32.Trickster
A7F8E1AE9371FC302ABA0029BE5E149664C89E0D3D6B15969112062F02A1BFDA,06.12.2017 21:58,3,Worm.VBS.Dinihou
B00FA2CCFAD9FADA3AFF5E7094500DEAC0355EDF400C133E5829A6A70A3970BA,06.12.2017 21:58,3,Worm.VBS.Dinihou
0A98824FD9C0B1B55B58DDF909E1CC94FDE168F796F7FB4FA66CCD4F5B582092,06.12.2017 21:58,3,Worm.VBS.Dinihou
5415DD76DD7EAA8D24DE4FEAD5AD07B9AB145F42C222C792F94B78D8357CB1D1,06.12.2017 21:58,3,Worm.VBS.Dinihou
243F7865903829D2750398DC8A980CE2D719A94B151CA3BC60DF9E151A6F5DE2,06.12.2017 21:58,3,Worm.VBS.Dinihou
DF0A10899EBC2E79CD5AFE8B7A3A09F2314F3B49E86AA665315B64748250D015,06.12.2017 21:58,3,Worm.VBS.Dinihou
B161D9FF2B711EC5A89D731C74D45F543785E87EFB94B5F95A7A9CA8AA2622AB,06.12.2017 21:58,3,Worm.VBS.Dinihou
31FC8BCCCE1F2599DFEB9EC8C24C6E9C0C5212BB16138782C46332F584D7B8C8,06.12.2017 21:58,3,Worm.VBS.Dinihou
B97ED76208906ADA287FA67B38F3F07FBF07A61F68CCAC262CFFB5913535A5B3,06.12.2017 21:58,3,Worm.VBS.Dinihou
60470E4228A096FBD6A93475403C5A7B4D380EC7E6EC8F7FF2716AD199A6EEF9,06.12.2017 21:58,3,Worm.VBS.Dinihou
CA61227D59E65795BC11493812AE217D0714277D8F4760B4A2DE91E701AF55D4,27.11.2017 08:38,3,Backdoor.Win32.Mokes
999B7CF196B9D4FF6AE76549CA8F7C656149C9B8D6F605DCEC15A799F4262841,27.11.2017 08:38,3,Backdoor.Win32.Mokes
1E2A3549EB049021F70FDC8A986B1606E865F5951810A3EB6F3F150E0A4CE9C2,27.11.2017 08:38,3,Backdoor.Win32.Mokes
10A3E965AC9CDFA65E529C66BE67ED84DE617EC36F95F22AE1DDF43F9C46FE8F,21.04.2018 03:37,3,Trojan-Dropper.MSOffice.SDrop
4447EAC9BD59482F27D63E14E865C9AB6801F4A0D304725E8937D4EA1DC2A5B9,21.04.2018 03:37,3,Trojan-Dropper.MSOffice.SDrop
A33AB9160C4717F968554F7B0240DEC7FA3B91863F6AB40730653ACC22070EF5,21.04.2018 03:37,3,Trojan-Dropper.MSOffice.SDrop
EAD3C13AF753957E901AB3A2315FD2BE4A844D3C907CEBCD5BBF2CA0467DF248,21.04.2018 03:37,3,Trojan-Dropper.MSOffice.SDrop
5B0549A7D6DA5D6057F438899E1E5BE19F108C35277617B68DF470ED878C40A2,21.04.2018 03:37,3,Trojan-Dropper.MSOffice.SDrop
D4FE0784BC2890F639BC702D717561A1CB514CC7AF16354618C17E9706713594,21.04.2018 03:37,3,Trojan-Dropper.MSOffice.SDrop
E2699FC26E26A1A83060CD26A14E57BAA1195186E631D49228E0BF1C06025BE4,21.04.2018 03:37,3,Trojan-Dropper.MSOffice.SDrop
EF47E59F47B21D3495ACDE1FC6FABF2FB284A966434FA2FE690DD546E5FB50ED,21.04.2018 03:37,3,Trojan-Dropper.MSOffice.SDrop
F22A1B774E12AAA3A935A89C697BC63475772A1D2D7B7945267CF6C54E436AAB,21.04.2018 03:37,3,Trojan-Dropper.MSOffice.SDrop
F8146BBCDD9F2824F7DA85780AF9773E10E11AB299C0D99A1EC537AAB07A1233,21.04.2018 03:37,3,Trojan-Dropper.MSOffice.SDrop
ACD878FBA294FB8BE883CB6BDF75793C088AA95FBC22F701E3BD79416040D4CC,25.04.2017 00:48,3,Trojan.Win32.Staser
6600CE18295E10B07D01465E06BD36B1A49198E37F5B0269F74C47F93E4AAF8D,25.04.2017 00:48,3,Trojan.Win32.Staser
1FF2F9B5B4A9D22453EFD1EEA2A6BE4AD01B676357B14B43445DAAA6D09E62BE,25.04.2017 00:48,3,Trojan.Win32.Staser
92034DF4E0A0483942C8E67EE2825C04ECB77E705D72CE70188F5CCAB4C87CAE,25.04.2017 00:48,3,Trojan.Win32.Staser
